Zirport ID,Name ,City ,Country ,IATA,ICAO,Latitude,longitude ,Altidude,Time Zone,DST,Database time zone,Type of Airport,Source
1,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.08,145.39,5282,10,U,Pacific/Port_Moresby,airport,OurAirports
2,Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.21,145.79,20,10,U,Pacific/Port_Moresby,airport,OurAirports
3,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.83,144.30,5388,10,U,Pacific/Port_Moresby,airport,OurAirports
4,Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.57,146.73,239,10,U,Pacific/Port_Moresby,airport,OurAirports
5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.44,147.22,146,10,U,Pacific/Port_Moresby,airport,OurAirports
6,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.58,143.67,19,10,U,Pacific/Port_Moresby,airport,OurAirports
7,Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.16,-45.43,112,-3,E,America/Godthab,airport,OurAirports
8,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19,-51.68,283,-3,E,America/Godthab,airport,OurAirports
9,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.01,-50.71,165,-3,E,America/Godthab,airport,OurAirports
10,Thule Air Base,Thule,Greenland,THU,BGTL,76.53,-68.70,251,-4,E,America/Thule,airport,OurAirports
11,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66,-18.07,6,0,N,Atlantic/Reykjavik,airport,OurAirports
12,EgilsstaÌ¡ir Airport,Egilsstadir,Iceland,EGS,BIEG,65.28,-14.40,76,0,N,Atlantic/Reykjavik,airport,OurAirports
13,HornafjÌ¦rÌ¡ur Airport,Hofn,Iceland,HFN,BIHN,64.30,-15.23,24,0,N,Atlantic/Reykjavik,airport,OurAirports
14,HÌ¼savÌ?k Airport,Husavik,Iceland,HZK,BIHU,65.95,-17.43,48,0,N,Atlantic/Reykjavik,airport,OurAirports
15,ÌsafjÌ¦rÌ¡ur Airport,Isafjordur,Iceland,IFJ,BIIS,66.06,-23.14,8,0,N,Atlantic/Reykjavik,airport,OurAirports
16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.99,-22.61,171,0,N,Atlantic/Reykjavik,airport,OurAirports
17,PatreksfjÌ¦rÌ¡ur Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.56,-23.97,11,0,N,Atlantic/Reykjavik,airport,OurAirports
18,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.13,-21.94,48,0,N,Atlantic/Reykjavik,airport,OurAirports
19,SiglufjÌ¦rÌ¡ur Airport,Siglufjordur,Iceland,SIJ,BISI,66.13,-18.92,10,0,N,Atlantic/Reykjavik,airport,OurAirports
20,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42,-20.28,326,0,N,Atlantic/Reykjavik,airport,OurAirports
21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.49,-84.51,630,-5,A,America/Toronto,airport,OurAirports
22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.06,-97.03,760,-6,A,America/Winnipeg,airport,OurAirports
23,Halifax / CFB Shearwater Heliport,Halifax,Canada,\N,CYAW,44.64,-63.50,144,-4,A,America/Halifax,airport,OurAirports
24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.39,-56.08,108,-3.5,A,America/St_Johns,airport,OurAirports
25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.08,-125.78,80,-8,A,America/Vancouver,airport,OurAirports
26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.53,-89.81,56,-7,A,America/Edmonton,airport,OurAirports
27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13,-68.20,71,-5,A,America/Toronto,airport,OurAirports
28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33,-71.00,522,-5,A,America/Toronto,airport,OurAirports
29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.30,-96.08,59,-6,A,America/Winnipeg,airport,OurAirports
30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.95,-125.27,346,-8,A,America/Vancouver,airport,OurAirports
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.95,1343,-6,A,America/Winnipeg,airport,OurAirports
32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.11,-105.14,90,-7,A,America/Edmonton,airport,OurAirports
33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.05,-123.87,92,-8,A,America/Vancouver,airport,OurAirports
34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.30,-117.63,1624,-8,A,America/Vancouver,airport,OurAirports
35,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.01,-65.45,108,-4,A,America/Halifax,airport,OurAirports
36,Charlo Airport,Charlo,Canada,YCL,CYCL,47.99,-66.33,132,-4,A,America/Halifax,airport,OurAirports
37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.82,-115.14,74,-7,A,America/Edmonton,airport,OurAirports
38,Coronation Airport,Coronation,Canada,YCT,CYCT,52.08,-111.44,2595,-7,A,America/Edmonton,airport,OurAirports
39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.15,-121.94,32,-8,A,America/Vancouver,airport,OurAirports
40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.49,-68.52,87,-5,A,America/Toronto,airport,OurAirports
41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.19,-83.36,210,-5,A,America/Coral_Harbour,airport,OurAirports
42,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04,-139.13,1215,-8,A,America/Vancouver,airport,OurAirports
43,Burwash Airport,Burwash,Canada,YDB,CYDB,61.37,-139.04,2647,-8,A,America/Vancouver,airport,OurAirports
44,Princeton Airport,Princeton,Canada,\N,CYDC,49.47,-120.51,2298,-8,A,America/Vancouver,airport,OurAirports
45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21,-57.39,72,-3.5,A,America/St_Johns,airport,OurAirports
46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.42,-130.03,2600,-8,A,America/Vancouver,airport,OurAirports
47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.10,-100.05,999,-6,A,America/Winnipeg,airport,OurAirports
48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.74,-120.18,2148,-7,A,America/Dawson_Creek,airport,OurAirports
49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.31,-113.58,2373,-7,A,America/Edmonton,airport,OurAirports
50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.09,-94.07,32,-6,A,America/Winnipeg,airport,OurAirports
51,Estevan Airport,Estevan,Canada,YEN,CYEN,49.21,-102.97,1905,-6,N,America/Regina,airport,OurAirports
52,Edson Airport,Edson,Canada,YET,CYET,53.58,-116.46,3043,-7,A,America/Edmonton,airport,OurAirports
53,Eureka Airport,Eureka,Canada,YEU,CYEU,79.99,-85.81,256,-6,A,America/Winnipeg,airport,OurAirports
54,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30,-133.48,224,-7,A,America/Edmonton,airport,OurAirports
55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.76,-68.56,110,-5,A,America/Toronto,airport,OurAirports
56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.87,-66.54,68,-4,A,America/Halifax,airport,OurAirports
57,Forestville Airport,Forestville,Canada,YFE,CYFE,48.75,-69.10,293,-5,A,America/Toronto,airport,OurAirports
58,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.68,-101.68,997,-6,A,America/Winnipeg,airport,OurAirports
59,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.18,-113.69,526,-7,A,America/Edmonton,airport,OurAirports
60,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76,-121.24,555,-7,A,America/Edmonton,airport,OurAirports
61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.23,-76.60,305,-5,A,America/Toronto,airport,OurAirports
62,La Grande RiviÌ¬re Airport,La Grande Riviere,Canada,YGL,CYGL,53.63,-77.70,639,-5,A,America/Toronto,airport,OurAirports
63,GaspÌ© (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.78,-64.48,112,-5,A,America/Toronto,airport,OurAirports
64,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.78,-86.94,1144,-5,A,America/Toronto,airport,OurAirports
65,Ì?les-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42,-61.78,35,-5,A,America/Toronto,airport,OurAirports
66,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.82,-102.31,1175,-6,N,America/Regina,airport,OurAirports
67,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.83,-92.74,1354,-6,A,America/Winnipeg,airport,OurAirports
68,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76,-117.81,117,-7,A,America/Edmonton,airport,OurAirports
69,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.64,-95.85,152,-7,A,America/Edmonton,airport,OurAirports
70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.17,-79.93,780,-5,A,America/Toronto,airport,OurAirports
71,MontrÌ©al / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.52,-73.42,90,-5,A,America/Toronto,airport,OurAirports
72,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.84,-115.78,541,-7,A,America/Edmonton,airport,OurAirports
73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.88,-63.51,477,-4,A,America/Halifax,airport,OurAirports
74,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.77,-91.64,1408,-5,A,America/Coral_Harbour,airport,OurAirports
75,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.68,-77.97,181,-5,A,America/Toronto,airport,OurAirports
76,St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29,-73.28,136,-5,A,America/Toronto,airport,OurAirports
77,Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.54,-58.55,84,-3.5,A,America/St_Johns,airport,OurAirports
78,Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.70,-120.44,1133,-8,A,America/Vancouver,airport,OurAirports
79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.46,-80.38,1055,-5,A,America/Toronto,airport,OurAirports
80,Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.81,-66.81,1709,-5,A,America/Toronto,airport,OurAirports
81,Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.52,-109.18,2277,-6,N,America/Regina,airport,OurAirports
82,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86,-79.37,650,-5,A,America/Toronto,airport,OurAirports
83,Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.82,-83.35,1470,-5,A,America/Toronto,airport,OurAirports
84,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.13,-108.52,1576,-6,N,America/Regina,airport,OurAirports
85,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.31,-110.07,2193,-7,A,America/Edmonton,airport,OurAirports
86,Alert Airport,Alert,Canada,YLT,CYLT,82.52,-62.28,100,-5,A,America/Toronto,airport,OurAirports
87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.96,-119.38,1421,-8,A,America/Vancouver,airport,OurAirports
88,Mayo Airport,Mayo,Canada,YMA,CYMA,63.62,-135.87,1653,-8,A,America/Vancouver,airport,OurAirports
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.33,-105.56,1892,-6,N,America/Regina,airport,OurAirports
90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.65,-111.22,1211,-7,A,America/Edmonton,airport,OurAirports
91,Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.29,-80.61,30,-5,A,America/Toronto,airport,OurAirports
92,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.27,-75.99,656,-5,A,America/Toronto,airport,OurAirports
93,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.68,-74.04,270,-5,A,America/Toronto,airport,OurAirports
94,Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.19,-61.79,39,-5,A,America/Toronto,airport,OurAirports
95,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.52,-75.56,211,-5,A,America/Toronto,airport,OurAirports
96,Matagami Airport,Matagami,Canada,YNM,CYNM,49.76,-77.80,918,-5,A,America/Toronto,airport,OurAirports
97,Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57,-139.84,824,-8,A,America/Vancouver,airport,OurAirports
98,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.40,-110.28,1775,-7,A,America/Edmonton,airport,OurAirports
99,High Level Airport,High Level,Canada,YOJ,CYOJ,58.62,-117.17,1110,-7,A,America/Edmonton,airport,OurAirports
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.32,-75.67,374,-5,A,America/Toronto,airport,OurAirports
101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.21,-105.67,1405,-6,N,America/Regina,airport,OurAirports
102,Peace River Airport,Peace River,Canada,YPE,CYPE,56.23,-117.45,1873,-7,A,America/Edmonton,airport,OurAirports
103,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.90,-98.27,885,-6,A,America/Winnipeg,airport,OurAirports
104,Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.22,-122.71,11,-8,A,America/Vancouver,airport,OurAirports
105,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.45,-90.21,1267,-5,A,America/Coral_Harbour,airport,OurAirports
106,Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.84,-64.29,167,-5,A,America/Toronto,airport,OurAirports
107,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.23,-78.36,628,-5,A,America/Toronto,airport,OurAirports
108,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.29,-130.45,116,-8,A,America/Vancouver,airport,OurAirports
109,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.77,-111.12,761,-7,A,America/Edmonton,airport,OurAirports
110,Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.97,-79.30,925,-5,A,America/Toronto,airport,OurAirports
111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.79,-71.39,244,-5,A,America/Toronto,airport,OurAirports
112,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18,-113.89,2968,-7,A,America/Edmonton,airport,OurAirports
113,Windsor Airport,Windsor,Canada,YQG,CYQG,42.28,-82.96,622,-5,A,America/Toronto,airport,OurAirports
114,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.12,-128.82,2255,-8,A,America/Vancouver,airport,OurAirports
115,Kenora Airport,Kenora,Canada,YQK,CYQK,49.79,-94.36,1332,-6,A,America/Winnipeg,airport,OurAirports
116,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.63,-112.80,3048,-7,A,America/Edmonton,airport,OurAirports
117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11,-64.68,232,-4,A,America/Halifax,airport,OurAirports
119,Comox Airport,Comox,Canada,YQQ,CYQQ,49.71,-124.89,84,-8,A,America/Vancouver,airport,OurAirports
120,Regina International Airport,Regina,Canada,YQR,CYQR,50.43,-104.67,1894,-6,N,America/Regina,airport,OurAirports
121,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37,-89.32,653,-5,A,America/Toronto,airport,OurAirports
122,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.18,-118.89,2195,-7,A,America/Edmonton,airport,OurAirports
123,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26,-102.46,1635,-6,N,America/Regina,airport,OurAirports
124,North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.77,-108.24,1799,-6,N,America/Regina,airport,OurAirports
125,Gander International Airport,Gander,Canada,YQX,CYQX,48.94,-54.57,496,-3.5,A,America/St_Johns,airport,OurAirports
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.16,-60.05,203,-4,A,America/Halifax,airport,OurAirports
127,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.03,-122.51,1789,-8,A,America/Vancouver,airport,OurAirports
128,Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.72,-94.97,215,-6,A,America/Winnipeg,airport,OurAirports
129,RiviÌ¬re-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.76,-69.58,427,-5,A,America/Toronto,airport,OurAirports
130,Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52,-72.27,586,-5,A,America/Toronto,airport,OurAirports
131,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.43,-114.90,3244,-7,A,America/Edmonton,airport,OurAirports
132,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.81,-92.12,94,-6,A,America/Winnipeg,airport,OurAirports
133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.63,-80.80,1141,-5,A,America/Toronto,airport,OurAirports
134,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.44,-71.69,792,-5,A,America/Toronto,airport,OurAirports
135,Saint John Airport,St. John,Canada,YSJ,CYSJ,45.32,-65.89,357,-4,A,America/Halifax,airport,OurAirports
136,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.02,-111.96,671,-7,A,America/Edmonton,airport,OurAirports
137,Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.98,-84.61,2106,-5,A,America/Toronto,airport,OurAirports
138,Summerside Airport,Summerside,Canada,YSU,CYSU,46.44,-63.83,56,-4,A,America/Halifax,airport,OurAirports
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.99,-125.24,282,-7,A,America/Edmonton,airport,OurAirports
140,Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.23,-76.53,164,-5,A,America/Toronto,airport,OurAirports
141,Thompson Airport,Thompson,Canada,YTH,CYTH,55.80,-97.86,729,-6,A,America/Winnipeg,airport,OurAirports
142,CFB Trenton,Trenton,Canada,YTR,CYTR,44.12,-77.53,283,-5,A,America/Toronto,airport,OurAirports
143,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.57,-81.38,967,-5,A,America/Toronto,airport,OurAirports
144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.63,-79.40,252,-5,A,America/Toronto,airport,OurAirports
145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.43,-133.03,15,-7,A,America/Edmonton,airport,OurAirports
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.47,-73.74,118,-5,A,America/Toronto,airport,OurAirports
147,Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.52,-86.22,80,-6,A,America/Winnipeg,airport,OurAirports
148,Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.78,-81.24,30,-5,A,America/Toronto,airport,OurAirports
149,Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.21,-78.84,988,-5,A,America/Toronto,airport,OurAirports
150,La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.15,-105.26,1242,-6,N,America/Regina,airport,OurAirports
151,Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.36,-110.82,2025,-7,A,America/Edmonton,airport,OurAirports
152,Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.55,-64.03,21,-5,A,America/Toronto,airport,OurAirports
153,Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.05,-77.78,1107,-5,A,America/Toronto,airport,OurAirports
154,Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.10,-68.43,129,-5,A,America/Toronto,airport,OurAirports
155,Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28,-126.80,238,-7,A,America/Edmonton,airport,OurAirports
156,Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.19,-123.18,14,-8,A,America/Vancouver,airport,OurAirports
157,Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.84,-108.42,1423,-6,N,America/Regina,airport,OurAirports
158,Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.75,-81.11,729,-5,A,America/Toronto,airport,OurAirports
159,Petawawa Airport,Petawawa,Canada,YWA,CYWA,45.95,-77.32,427,-5,A,America/Toronto,airport,OurAirports
160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.91,-97.24,783,-6,A,America/Winnipeg,airport,OurAirports
161,Wabush Airport,Wabush,Canada,YWK,CYWK,52.92,-66.86,1808,-4,A,America/Halifax,airport,OurAirports
162,Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.18,-122.05,3085,-8,A,America/Vancouver,airport,OurAirports
163,Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.21,-123.44,489,-7,A,America/Edmonton,airport,OurAirports
164,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.61,-115.78,3082,-7,A,America/Edmonton,airport,OurAirports
165,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.57,-113.52,2202,-7,A,America/Edmonton,airport,OurAirports
166,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.17,-106.70,1653,-6,N,America/Regina,airport,OurAirports
167,Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.02,-110.72,2352,-7,A,America/Edmonton,airport,OurAirports
168,Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.24,-120.74,2280,-7,A,America/Dawson_Creek,airport,OurAirports
169,Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.11,-91.91,1258,-6,A,America/Winnipeg,airport,OurAirports
170,Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.14,-65.71,75,-5,A,America/Toronto,airport,OurAirports
171,Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.70,-79.85,800,-5,A,America/Toronto,airport,OurAirports
172,Prince George Airport,Prince George,Canada,YXS,CYXS,53.89,-122.68,2267,-8,A,America/Vancouver,airport,OurAirports
173,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.47,-128.58,713,-8,A,America/Vancouver,airport,OurAirports
174,London Airport,London,Canada,YXU,CYXU,43.04,-81.15,912,-5,A,America/Toronto,airport,OurAirports
175,Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.03,-122.36,195,-8,A,America/Vancouver,airport,OurAirports
176,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.71,-135.07,2317,-8,A,America/Vancouver,airport,OurAirports
177,North Bay Jack Garland Airport,North Bay,Canada,YYB,CYYB,46.36,-79.42,1215,-5,A,America/Toronto,airport,OurAirports
178,Calgary International Airport,Calgary,Canada,YYC,CYYC,51.11,-114.02,3557,-7,A,America/Edmonton,airport,OurAirports
179,Smithers Airport,Smithers,Canada,YYD,CYYD,54.82,-127.18,1712,-8,A,America/Vancouver,airport,OurAirports
180,Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.84,-122.60,1253,-8,A,America/Vancouver,airport,OurAirports
181,Penticton Airport,Penticton,Canada,YYF,CYYF,49.46,-119.60,1129,-8,A,America/Vancouver,airport,OurAirports
182,Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.29,-63.12,160,-4,A,America/Halifax,airport,OurAirports
183,Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.55,-93.58,92,-7,A,America/Edmonton,airport,OurAirports
184,Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.65,-123.43,63,-8,A,America/Vancouver,airport,OurAirports
185,Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.86,-101.08,1170,-6,A,America/Winnipeg,airport,OurAirports
186,Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.29,-107.69,2680,-6,N,America/Regina,airport,OurAirports
187,Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.74,-94.07,94,-6,A,America/Winnipeg,airport,OurAirports
188,Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.32,-60.43,160,-4,A,America/Halifax,airport,OurAirports
189,St. John's International Airport,St. John's,Canada,YYT,CYYT,47.62,-52.75,461,-3.5,A,America/St_Johns,airport,OurAirports
190,Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.41,-82.47,743,-5,A,America/Toronto,airport,OurAirports
191,Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.29,-88.91,1058,-5,A,America/Toronto,airport,OurAirports
192,Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.61,-68.21,172,-5,A,America/Toronto,airport,OurAirports
193,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.68,-79.63,569,-5,A,America/Toronto,airport,OurAirports
194,Downsview Airport,Toronto,Canada,YZD,CYZD,43.74,-79.47,652,-5,A,America/Toronto,airport,OurAirports
195,Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.89,-82.57,635,-5,A,America/Toronto,airport,OurAirports
196,Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.46,-114.44,675,-7,A,America/Edmonton,airport,OurAirports
197,Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.29,-114.78,1912,-7,A,America/Edmonton,airport,OurAirports
198,Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25,-131.81,21,-8,A,America/Vancouver,airport,OurAirports
199,Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,43.00,-82.31,594,-5,A,America/Toronto,airport,OurAirports
200,Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.68,-127.37,71,-8,A,America/Vancouver,airport,OurAirports
201,Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.14,-115.79,2567,-7,A,America/Edmonton,airport,OurAirports
202,Sept-Ì?les Airport,Sept-iles,Canada,YZV,CYZV,50.22,-66.27,180,-5,A,America/Toronto,airport,OurAirports
203,Teslin Airport,Teslin,Canada,YZW,CYZW,60.17,-132.74,2313,-8,A,America/Vancouver,airport,OurAirports
204,CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.98,-64.92,92,-4,A,America/Halifax,airport,OurAirports
205,Faro Airport,Faro,Canada,ZFA,CZFA,62.21,-133.38,2351,-8,A,America/Vancouver,airport,OurAirports
206,Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.41,-134.86,116,-7,A,America/Edmonton,airport,OurAirports
207,Blida Airport,Blida,Algeria,QLD,DAAB,36.50,2.81,535,1,N,Africa/Algiers,airport,OurAirports
208,Bou Saada Airport,Bou Saada,Algeria,BUJ,DAAD,35.33,4.21,1506,1,N,Africa/Algiers,airport,OurAirports
209,Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.71,5.07,20,1,N,Africa/Algiers,airport,OurAirports
